"resp.id","ques","alt","carpool","seat","cargo","eng","price","choice"
2,8,2,"no","7","2ft","hyb","30",0
2,8,3,"no","8","3ft","hyb","30",1
2,9,1,"no","8","3ft","gas","35",1
2,9,2,"no","7","3ft","elec","35",0
2,9,3,"no","6","3ft","elec","40",0
2,10,1,"no","7","3ft","hyb","40",0
2,10,2,"no","6","3ft","gas","35",1
2,10,3,"no","7","3ft","hyb","35",0
2,11,1,"no","6","3ft","hyb","35",0
2,11,2,"no","8","3ft","gas","40",1
2,11,3,"no","6","3ft","gas","40",0
2,12,1,"no","8","2ft","hyb","30",1
2,12,2,"no","6","2ft","hyb","30",0
2,12,3,"no","8","2ft","hyb","35",0
2,13,1,"no","8","2ft","hyb","40",0
2,13,2,"no","6","3ft","elec","30",0
2,13,3,"no","8","2ft","gas","30",1
2,14,1,"no","6","2ft","elec","35",0
2,14,2,"no","6","3ft","gas","30",1
2,14,3,"no","7","3ft","hyb","30",0
2,15,1,"no","6","3ft","elec","35",1
2,15,2,"no","8","2ft","elec","40",0
2,15,3,"no","7","2ft","hyb","40",0
3,1,1,"no","8","3ft","hyb","30",0
3,1,2,"no","6","2ft","elec","35",1
3,1,3,"no","7","3ft","elec","40",0
3,2,1,"no","8","3ft","gas","40",1
3,2,2,"no","7","3ft","gas","35",0
3,2,3,"no","8","2ft","hyb","30",0
3,3,1,"no","8","3ft","hyb","35",0
3,3,2,"no","6","3ft","hyb","30",1
3,3,3,"no","6","3ft","elec","30",0
3,4,1,"no","7","2ft","elec","35",1
3,4,2,"no","7","2ft","hyb","40",0
3,4,3,"no","8","2ft","hyb","40",0
3,5,1,"no","8","2ft","gas","35",0
3,5,2,"no","6","3ft","gas","30",1
3,5,3,"no","8","3ft","gas","30",0
3,6,1,"no","8","3ft","hyb","40",0
3,6,2,"no","8","3ft","elec","35",0
3,6,3,"no","6","2ft","gas","40",1
3,7,1,"no","7","3ft","hyb","30",1
3,7,2,"no","8","2ft","gas","40",0
3,7,3,"no","7","3ft","gas","30",0
3,8,1,"no","7","3ft","elec","30",0
3,8,2,"no","6","2ft","gas","30",1
3,8,3,"no","6","2ft","hyb","40",0
3,9,1,"no","6","2ft","elec","40",0
3,9,2,"no","8","2ft","hyb","35",0
3,9,3,"no","6","3ft","gas","35",1
3,10,1,"no","6","2ft","gas","35",1
3,10,2,"no","8","3ft","elec","40",0
3,10,3,"no","8","2ft","elec","35",0
3,11,1,"no","8","3ft","elec","30",0
3,11,2,"no","7","2ft","gas","30",1
3,11,3,"no","7","2ft","gas","35",0
3,12,1,"no","6","3ft","elec","40",1
3,12,2,"no","8","2ft","elec","40",0
3,12,3,"no","7","2ft","gas","40",0
3,13,1,"no","8","3ft","gas","35",0
3,13,2,"no","8","2ft","elec","30",1
3,13,3,"no","6","2ft","hyb","35",0
3,14,1,"no","6","3ft","elec","35",0
3,14,2,"no","6","3ft","gas","40",0
3,14,3,"no","6","3ft","hyb","40",1
3,15,1,"no","7","2ft","elec","30",0
3,15,2,"no","6","3ft","hyb","35",1
3,15,3,"no","7","3ft","hyb","40",0
4,1,1,"no","6","2ft","elec","30",0
4,1,2,"no","6","3ft","elec","30",0
4,1,3,"no","8","2ft","hyb","30",1
4,2,1,"no","7","2ft","gas","35",0
4,2,2,"no","7","2ft","elec","35",0
4,2,3,"no","6","2ft","hyb","30",1
4,3,1,"no","6","3ft","gas","40",0
4,3,2,"no","6","3ft","gas","30",1
4,3,3,"no","7","3ft","gas","35",0
4,4,1,"no","6","3ft","elec","35",0
4,4,2,"no","8","2ft","gas","35",1
4,4,3,"no","7","2ft","hyb","35",0
4,5,1,"no","7","2ft","gas","30",0
4,5,2,"no","6","2ft","gas","30",1
4,5,3,"no","8","2ft","elec","35",0
4,6,1,"no","8","3ft","elec","35",0
4,6,2,"no","8","2ft","hyb","35",1
4,6,3,"no","6","2ft","elec","35",0
4,7,1,"no","6","2ft","hyb","40",0
4,7,2,"no","7","3ft","elec","35",0
4,7,3,"no","6","3ft","hyb","30",1
4,8,1,"no","6","2ft","elec","40",0
4,8,2,"no","6","3ft","gas","35",1
4,8,3,"no","6","3ft","hyb","35",0
4,9,1,"no","8","3ft","gas","40",0
4,9,2,"no","7","3ft","hyb","30",0
4,9,3,"no","8","2ft","gas","30",1
4,10,1,"no","7","2ft","elec","30",0
4,10,2,"no","7","3ft","gas","40",0
4,10,3,"no","7","3ft","gas","30",1
4,11,1,"no","8","2ft","elec","30",0
4,11,2,"no","8","3ft","hyb","35",1
4,11,3,"no","6","2ft","hyb","35",0
4,12,1,"no","6","3ft","hyb","40",0
4,12,2,"no","7","2ft","hyb","40",1
4,12,3,"no","8","2ft","gas","40",0
4,13,1,"no","8","2ft","elec","40",0
4,13,2,"no","6","2ft","gas","40",0
4,13,3,"no","7","2ft","gas","40",1
4,14,1,"no","8","3ft","elec","30",0
4,14,2,"no","8","2ft","hyb","40",1
4,14,3,"no","7","3ft","elec","40",0
4,15,1,"no","8","3ft","elec","40",0
4,15,2,"no","7","3ft","hyb","35",1
4,15,3,"no","7","2ft","elec","40",0
5,1,1,"yes","6","3ft","elec","40",0
5,1,2,"yes","7","3ft","gas","40",0
5,1,3,"yes","6","2ft","hyb","30",1
5,2,1,"yes","8","2ft","gas","35",1
5,2,2,"yes","8","3ft","hyb","40",0
5,2,3,"yes","8","2ft","elec","35",0
5,3,1,"yes","6","2ft","hyb","40",0
5,3,2,"yes","8","2ft","elec","40",0
5,3,3,"yes","8","2ft","gas","30",1
5,4,1,"yes","6","3ft","hyb","30",1
5,4,2,"yes","6","2ft","elec","30",0
5,4,3,"yes","8","2ft","hyb","40",0
5,5,1,"yes","6","3ft","gas","40",1
5,5,2,"yes","8","3ft","elec","30",0
5,5,3,"yes","6","3ft","hyb","40",0
5,6,1,"yes","7","2ft","hyb","30",1
5,6,2,"yes","7","2ft","gas","35",0
5,6,3,"yes","6","3ft","hyb","35",0
5,7,1,"yes","7","2ft","gas","40",1
5,7,2,"yes","7","3ft","elec","35",0
5,7,3,"yes","6","2ft","gas","35",0
5,8,1,"yes","7","3ft","elec","40",0
5,8,2,"yes","6","2ft","elec","35",0
5,8,3,"yes","6","3ft","elec","30",1
5,9,1,"yes","7","2ft","elec","40",0
5,9,2,"yes","6","2ft","gas","40",0
5,9,3,"yes","8","2ft","hyb","30",1
5,10,1,"yes","7","3ft","hyb","35",0
5,10,2,"yes","7","2ft","hyb","40",0
5,10,3,"yes","8","3ft","hyb","35",1
5,11,1,"yes","7","2ft","elec","30",1
5,11,2,"yes","6","3ft","elec","35",0
5,11,3,"yes","8","3ft","elec","35",0
5,12,1,"yes","8","3ft","gas","30",1
5,12,2,"yes","7","3ft","gas","30",0
5,12,3,"yes","6","2ft","gas","30",0
5,13,1,"yes","6","3ft","gas","35",0
5,13,2,"yes","8","3ft","elec","40",0
5,13,3,"yes","7","3ft","gas","35",1
5,14,1,"yes","6","2ft","hyb","35",0
5,14,2,"yes","7","3ft","hyb","30",1
5,14,3,"yes","8","2ft","elec","30",0
5,15,1,"yes","7","3ft","elec","30",1
5,15,2,"yes","6","3ft","gas","30",0
5,15,3,"yes","7","2ft","hyb","35",0
6,1,1,"no","7","2ft","elec","40",0
6,1,2,"no","7","3ft","gas","30",1
6,1,3,"no","8","3ft","elec","40",0
6,2,1,"no","8","2ft","elec","40",0
6,2,2,"no","8","2ft","gas","30",0
6,2,3,"no","6","3ft","gas","35",1
6,3,1,"no","7","2ft","elec","35",0
6,3,2,"no","7","3ft","elec","40",0
6,3,3,"no","7","2ft","hyb","35",1
6,4,1,"no","7","2ft","gas","30",1
6,4,2,"no","7","2ft","elec","30",0
6,4,3,"no","6","2ft","elec","35",0
6,5,1,"no","7","3ft","gas","40",0
6,5,2,"no","6","2ft","gas","30",0
6,5,3,"no","8","3ft","gas","35",1
6,6,1,"no","8","3ft","gas","40",1
6,6,2,"no","6","2ft","hyb","30",0
6,6,3,"no","6","2ft","hyb","35",0
6,7,1,"no","6","3ft","gas","40",1
6,7,2,"no","7","3ft","hyb","40",0
6,7,3,"no","7","2ft","gas","40",0
6,8,1,"no","8","3ft","elec","35",0
6,8,2,"no","8","3ft","hyb","35",1
6,8,3,"no","8","2ft","hyb","35",0
6,9,1,"no","7","2ft","hyb","30",1
6,9,2,"no","7","2ft","hyb","40",0
6,9,3,"no","7","3ft","elec","30",0
6,10,1,"no","8","2ft","gas","40",0
6,10,2,"no","8","2ft","gas","35",1
6,10,3,"no","7","3ft","elec","35",0
6,11,1,"no","7","3ft","gas","35",1
6,11,2,"no","6","3ft","elec","30",0
6,11,3,"no","8","2ft","elec","35",0
6,12,1,"no","8","2ft","elec","30",0
6,12,2,"no","6","3ft","hyb","40",0
6,12,3,"no","6","3ft","elec","35",1
6,13,1,"no","7","3ft","hyb","30",0
6,13,2,"no","7","2ft","gas","35",0
6,13,3,"no","6","3ft","hyb","30",1
6,14,1,"no","7","3ft","hyb","35",0
6,14,2,"no","8","3ft","gas","30",1
6,14,3,"no","6","3ft","elec","40",0
6,15,1,"no","8","2ft","hyb","30",0
6,15,2,"no","6","3ft","hyb","35",0
6,15,3,"no","8","3ft","hyb","30",1
7,1,1,"no","8","2ft","gas","30",0
7,1,2,"no","8","3ft","elec","40",0
7,1,3,"no","6","3ft","elec","30",1
7,2,1,"no","6","2ft","gas","30",1
7,2,2,"no","7","2ft","hyb","30",0
7,2,3,"no","6","3ft","hyb","40",0
7,3,1,"no","6","3ft","elec","40",1
7,3,2,"no","8","2ft","elec","35",0
7,3,3,"no","8","2ft","elec","40",0
7,4,1,"no","7","3ft","hyb","35",1
7,4,2,"no","7","2ft","hyb","35",0
7,4,3,"no","8","2ft","hyb","30",0
7,5,1,"no","8","3ft","hyb","30",1
7,5,2,"no","8","3ft","hyb","40",0
7,5,3,"no","8","3ft","gas","40",0
7,6,1,"no","6","2ft","hyb","35",0
7,6,2,"no","7","2ft","elec","30",1
7,6,3,"no","6","2ft","elec","30",0
7,7,1,"no","7","2ft","hyb","40",0
7,7,2,"no","8","3ft","gas","35",1
7,7,3,"no","6","2ft","gas","40",0
7,8,1,"no","8","2ft","hyb","35",0
7,8,2,"no","7","3ft","gas","30",0
7,8,3,"no","6","3ft","gas","40",1
7,9,1,"no","7","3ft","hyb","40",0
7,9,2,"no","7","2ft","gas","35",1
7,9,3,"no","8","2ft","elec","30",0
7,10,1,"no","6","3ft","elec","35",0
7,10,2,"no","6","2ft","hyb","40",1
7,10,3,"no","7","3ft","hyb","30",0
7,11,1,"no","7","3ft","gas","40",0
7,11,2,"no","8","2ft","gas","35",0
7,11,3,"no","7","2ft","gas","30",1
7,12,1,"no","8","2ft","gas","40",0
7,12,2,"no","8","2ft","hyb","40",0
7,12,3,"no","6","2ft","hyb","30",1
7,13,1,"no","6","3ft","gas","30",0
7,13,2,"no","7","3ft","elec","35",1
7,13,3,"no","7","3ft","gas","35",0
7,14,1,"no","6","3ft","gas","35",1
7,14,2,"no","7","2ft","gas","40",0
7,14,3,"no","7","2ft","elec","40",0
7,15,1,"no","6","2ft","elec","35",0
7,15,2,"no","8","3ft","hyb","35",0
7,15,3,"no","6","2ft","gas","35",1
8,1,1,"yes","8","3ft","elec","30",0
8,1,2,"yes","6","2ft","gas","35",0
8,1,3,"yes","6","3ft","hyb","40",1
8,2,1,"yes","8","2ft","elec","35",0
8,2,2,"yes","7","3ft","elec","30",0
8,2,3,"yes","8","2ft","hyb","30",1
8,3,1,"yes","8","3ft","elec","35",0
8,3,2,"yes","8","3ft","hyb","35",1
8,3,3,"yes","7","2ft","hyb","35",0
8,4,1,"yes","7","3ft","hyb","30",1
8,4,2,"yes","6","2ft","hyb","35",0
8,4,3,"yes","6","3ft","elec","30",0
8,5,1,"yes","7","3ft","elec","40",0
8,5,2,"yes","6","3ft","hyb","35",1
8,5,3,"yes","6","2ft","elec","40",0
8,6,1,"yes","7","3ft","gas","35",0
8,6,2,"yes","6","2ft","gas","30",1
8,6,3,"yes","6","2ft","elec","30",0
8,7,1,"yes","8","2ft","elec","40",0
8,7,2,"yes","8","3ft","gas","35",1
8,7,3,"yes","6","2ft","hyb","40",0
8,8,1,"yes","8","3ft","hyb","30",1
8,8,2,"yes","8","2ft","gas","35",0
8,8,3,"yes","6","2ft","hyb","30",0
8,9,1,"yes","6","3ft","gas","40",0
8,9,2,"yes","8","3ft","hyb","40",1
8,9,3,"yes","6","2ft","elec","35",0
8,10,1,"yes","7","3ft","gas","40",0
8,10,2,"yes","8","2ft","hyb","40",0
8,10,3,"yes","8","3ft","gas","30",1
8,11,1,"yes","6","3ft","elec","40",0
8,11,2,"yes","7","3ft","elec","35",0
8,11,3,"yes","8","2ft","elec","30",1
8,12,1,"yes","8","3ft","gas","40",0
8,12,2,"yes","8","3ft","elec","40",0
8,12,3,"yes","7","2ft","gas","30",1
8,13,1,"yes","7","3ft","hyb","35",0
8,13,2,"yes","8","2ft","gas","30",1
8,13,3,"yes","7","2ft","elec","30",0
8,14,1,"yes","6","3ft","gas","30",1
8,14,2,"yes","6","2ft","gas","40",0
8,14,3,"yes","7","2ft","elec","35",0
8,15,1,"yes","7","2ft","elec","40",1
8,15,2,"yes","7","2ft","hyb","40",0
8,15,3,"yes","7","3ft","hyb","40",0
9,1,1,"no","7","3ft","elec","35",0
9,1,2,"no","6","3ft","hyb","30",1
9,1,3,"no","8","3ft","hyb","35",0
9,2,1,"no","6","3ft","hyb","35",1
9,2,2,"no","6","2ft","hyb","35",0
9,2,3,"no","7","2ft","elec","40",0
9,3,1,"no","7","3ft","gas","40",0
9,3,2,"no","6","2ft","elec","35",0
9,3,3,"no","8","3ft","gas","40",1
9,4,1,"no","8","3ft","elec","40",0
9,4,2,"no","6","3ft","hyb","40",1
9,4,3,"no","8","2ft","elec","35",0
9,5,1,"no","8","3ft","elec","35",0
9,5,2,"no","7","3ft","gas","30",1
9,5,3,"no","7","2ft","elec","30",0
9,6,1,"no","7","2ft","hyb","40",0
9,6,2,"no","7","3ft","elec","40",0
9,6,3,"no","8","2ft","elec","40",1
9,7,1,"no","6","2ft","elec","30",0
9,7,2,"no","8","3ft","gas","30",1
9,7,3,"no","7","2ft","gas","40",0
9,8,1,"no","7","2ft","gas","35",0
9,8,2,"no","6","3ft","elec","30",1
9,8,3,"no","7","3ft","elec","30",0
9,9,1,"no","8","3ft","gas","35",1
9,9,2,"no","7","2ft","elec","35",0
9,9,3,"no","6","2ft","gas","30",0
9,10,1,"no","7","3ft","hyb","40",0
9,10,2,"no","6","3ft","elec","35",0
9,10,3,"no","6","2ft","hyb","40",1
9,11,1,"no","8","2ft","gas","30",0
9,11,2,"no","8","3ft","elec","30",1
9,11,3,"no","7","3ft","gas","35",0
9,12,1,"no","8","2ft","hyb","30",0
9,12,2,"no","6","3ft","gas","35",1
9,12,3,"no","6","2ft","elec","40",0
9,13,1,"no","7","3ft","hyb","30",0
9,13,2,"no","6","2ft","gas","35",1
9,13,3,"no","8","2ft","hyb","35",0
9,14,1,"no","8","3ft","hyb","40",0
9,14,2,"no","8","2ft","elec","30",0
9,14,3,"no","7","2ft","gas","30",1
9,15,1,"no","8","2ft","gas","35",1
9,15,2,"no","8","2ft","hyb","40",0
9,15,3,"no","6","3ft","elec","40",0
10,1,1,"no","8","3ft","elec","40",0
10,1,2,"no","6","2ft","gas","40",1
10,1,3,"no","7","3ft","hyb","40",0
10,2,1,"no","8","3ft","elec","35",1
10,2,2,"no","7","2ft","elec","40",0
10,2,3,"no","6","2ft","hyb","40",0
10,3,1,"no","8","2ft","gas","40",0
10,3,2,"no","7","2ft","hyb","30",0
10,3,3,"no","6","2ft","gas","30",1
10,4,1,"no","6","3ft","gas","40",0
10,4,2,"no","7","3ft","hyb","35",0
10,4,3,"no","8","3ft","gas","35",1
10,5,1,"no","6","2ft","hyb","35",0
10,5,2,"no","7","3ft","gas","35",1
10,5,3,"no","7","2ft","elec","35",0
10,6,1,"no","7","3ft","elec","35",0
10,6,2,"no","6","3ft","gas","30",1
10,6,3,"no","7","3ft","elec","30",0
10,7,1,"no","8","2ft","hyb","30",0
10,7,2,"no","7","2ft","gas","35",1
10,7,3,"no","7","2ft","elec","30",0
10,8,1,"no","8","2ft","elec","35",0
10,8,2,"no","8","3ft","gas","40",0
10,8,3,"no","6","2ft","elec","40",1
10,9,1,"no","8","3ft","hyb","40",0
10,9,2,"no","6","3ft","gas","35",1
10,9,3,"no","7","2ft","hyb","40",0
10,10,1,"no","8","3ft","gas","30",1
10,10,2,"no","7","3ft","elec","40",0
10,10,3,"no","7","2ft","hyb","35",0
10,11,1,"no","8","3ft","hyb","35",1
10,11,2,"no","8","2ft","hyb","35",0
10,11,3,"no","6","3ft","hyb","30",0
10,12,1,"no","8","2ft","gas","35",0
10,12,2,"no","6","3ft","hyb","35",1
10,12,3,"no","6","2ft","gas","35",0
10,13,1,"no","7","3ft","hyb","30",0
10,13,2,"no","6","2ft","hyb","30",0
10,13,3,"no","6","2ft","elec","30",1
10,14,1,"no","8","3ft","hyb","30",0
10,14,2,"no","6","3ft","elec","30",0
10,14,3,"no","8","2ft","gas","30",1
10,15,1,"no","7","2ft","gas","40",0
10,15,2,"no","6","2ft","elec","35",0
10,15,3,"no","7","3ft","gas","30",1
11,1,1,"no","8","2ft","gas","35",0
11,1,2,"no","8","3ft","hyb","40",0
11,1,3,"no","6","2ft","elec","30",1
11,2,1,"no","7","2ft","elec","40",0
11,2,2,"no","7","3ft","gas","30",1
11,2,3,"no","7","2ft","elec","35",0
11,3,1,"no","7","2ft","gas","35",0
11,3,2,"no","8","3ft","gas","30",1
11,3,3,"no","6","2ft","hyb","30",0
11,4,1,"no","7","3ft","elec","30",0
11,4,2,"no","8","2ft","gas","40",0
11,4,3,"no","7","3ft","gas","35",1
11,5,1,"no","6","2ft","elec","40",0
11,5,2,"no","8","3ft","hyb","30",0
11,5,3,"no","8","3ft","gas","35",1
11,6,1,"no","6","3ft","elec","35",0
11,6,2,"no","7","3ft","hyb","35",0
11,6,3,"no","7","3ft","elec","35",1
11,7,1,"no","8","2ft","gas","30",1
11,7,2,"no","8","2ft","hyb","35",0
11,7,3,"no","7","2ft","hyb","35",0
11,8,1,"no","7","2ft","gas","30",0
11,8,2,"no","6","3ft","hyb","30",0
11,8,3,"no","6","3ft","gas","30",1
11,9,1,"no","7","3ft","hyb","30",1
11,9,2,"no","7","3ft","hyb","40",0
11,9,3,"no","8","2ft","elec","35",0
11,10,1,"no","6","2ft","gas","35",1
11,10,2,"no","7","3ft","gas","40",0
11,10,3,"no","6","3ft","elec","40",0
11,11,1,"no","8","3ft","elec","30",0
11,11,2,"no","6","3ft","gas","40",0
11,11,3,"no","6","3ft","hyb","35",1
11,12,1,"no","6","2ft","hyb","40",0
11,12,2,"no","7","2ft","hyb","30",1
11,12,3,"no","6","2ft","gas","40",0
11,13,1,"no","7","2ft","gas","40",1
11,13,2,"no","6","3ft","hyb","40",0
11,13,3,"no","7","2ft","hyb","40",0
11,14,1,"no","6","2ft","hyb","35",0
11,14,2,"no","6","3ft","elec","30",0
11,14,3,"no","6","2ft","gas","30",1
11,15,1,"no","6","2ft","elec","35",1
11,15,2,"no","8","2ft","hyb","30",0
11,15,3,"no","8","3ft","gas","40",0
12,1,1,"no","8","2ft","hyb","35",1
12,1,2,"no","8","3ft","hyb","35",0
12,1,3,"no","6","3ft","hyb","40",0
12,2,1,"no","7","3ft","hyb","40",0
12,2,2,"no","8","3ft","gas","30",1
12,2,3,"no","7","3ft","hyb","30",0
12,3,1,"no","7","2ft","elec","40",0
12,3,2,"no","6","3ft","hyb","30",1
12,3,3,"no","7","3ft","gas","40",0
12,4,1,"no","7","2ft","gas","35",1
12,4,2,"no","8","2ft","elec","40",0
12,4,3,"no","8","3ft","elec","30",0
12,5,1,"no","8","3ft","elec","35",1
12,5,2,"no","6","2ft","elec","35",0
12,5,3,"no","6","2ft","elec","30",0
12,6,1,"no","8","2ft","gas","30",1
12,6,2,"no","8","2ft","elec","35",0
12,6,3,"no","6","2ft","gas","35",0
12,7,1,"no","8","2ft","hyb","30",0
12,7,2,"no","6","2ft","hyb","35",1
12,7,3,"no","7","3ft","gas","35",0
12,8,1,"no","7","3ft","elec","30",0
12,8,2,"no","8","3ft","hyb","30",1
12,8,3,"no","8","3ft","gas","35",0
12,9,1,"no","7","2ft","hyb","35",1
12,9,2,"no","8","2ft","hyb","40",0
12,9,3,"no","6","2ft","gas","30",0
12,10,1,"no","8","3ft","elec","40",0
12,10,2,"no","8","2ft","gas","35",1
12,10,3,"no","6","3ft","gas","40",0
12,11,1,"no","6","3ft","elec","35",0
12,11,2,"no","6","2ft","gas","40",0
12,11,3,"no","6","3ft","elec","30",1
12,12,1,"no","7","2ft","hyb","30",1
12,12,2,"no","7","2ft","elec","30",0
12,12,3,"no","8","2ft","gas","40",0
12,13,1,"no","6","3ft","gas","30",1
12,13,2,"no","7","3ft","gas","30",0
12,13,3,"no","6","2ft","elec","40",0
12,14,1,"no","6","3ft","elec","40",0
12,14,2,"no","6","3ft","hyb","35",1
12,14,3,"no","7","2ft","elec","35",0
12,15,1,"no","8","3ft","hyb","40",1
12,15,2,"no","8","2ft","elec","30",0
12,15,3,"no","7","2ft","hyb","40",0
13,1,1,"yes","7","3ft","hyb","35",0
13,1,2,"yes","6","2ft","gas","40",0
13,1,3,"yes","8","3ft","hyb","40",1
13,2,1,"yes","6","2ft","hyb","35",1
13,2,2,"yes","7","2ft","elec","40",0
13,2,3,"yes","6","3ft","elec","40",0
13,3,1,"yes","8","3ft","gas","30",1
13,3,2,"yes","6","3ft","gas","40",0
13,3,3,"yes","8","3ft","elec","30",0
13,4,1,"yes","6","3ft","elec","35",0
13,4,2,"yes","6","3ft","hyb","30",1
13,4,3,"yes","7","2ft","hyb","30",0
13,5,1,"yes","8","3ft","gas","35",1
13,5,2,"yes","8","2ft","elec","40",0
13,5,3,"yes","8","3ft","gas","40",0
13,6,1,"yes","8","2ft","hyb","30",1
13,6,2,"yes","7","2ft","elec","35",0
13,6,3,"yes","8","2ft","elec","35",0
13,7,1,"yes","7","3ft","gas","35",1
13,7,2,"yes","7","2ft","elec","30",0
13,7,3,"yes","7","3ft","elec","40",0
13,8,1,"yes","7","2ft","gas","40",0
13,8,2,"yes","8","2ft","hyb","35",0
13,8,3,"yes","7","2ft","gas","35",1
13,9,1,"yes","6","2ft","elec","30",0
13,9,2,"yes","6","3ft","elec","30",0
13,9,3,"yes","8","3ft","hyb","35",1
13,10,1,"yes","8","3ft","elec","35",0
13,10,2,"yes","7","3ft","elec","30",1
13,10,3,"yes","8","2ft","gas","35",0
13,11,1,"yes","6","2ft","elec","40",0
13,11,2,"yes","7","2ft","gas","30",1
13,11,3,"yes","7","3ft","gas","40",0
13,12,1,"yes","8","2ft","gas","30",1
13,12,2,"yes","6","2ft","elec","35",0
13,12,3,"yes","6","3ft","hyb","35",0
13,13,1,"yes","6","2ft","hyb","30",0
13,13,2,"yes","6","2ft","hyb","40",0
13,13,3,"yes","6","2ft","gas","35",1
13,14,1,"yes","6","3ft","gas","35",0
13,14,2,"yes","7","3ft","hyb","40",0
13,14,3,"yes","8","2ft","gas","40",1
13,15,1,"yes","8","2ft","hyb","40",0
13,15,2,"yes","6","2ft","gas","30",1
13,15,3,"yes","8","3ft","elec","40",0
14,1,1,"yes","8","2ft","hyb","35",1
14,1,2,"yes","8","2ft","elec","35",0
14,1,3,"yes","7","2ft","hyb","35",0
14,2,1,"yes","7","2ft","elec","35",0
14,2,2,"yes","8","3ft","gas","30",1
14,2,3,"yes","8","2ft","gas","40",0
14,3,1,"yes","7","2ft","elec","40",0
14,3,2,"yes","8","2ft","elec","40",1
14,3,3,"yes","6","3ft","hyb","40",0
14,4,1,"yes","7","2ft","gas","30",1
14,4,2,"yes","8","2ft","hyb","30",0
14,4,3,"yes","6","3ft","hyb","30",0
14,5,1,"yes","8","3ft","gas","35",0
14,5,2,"yes","8","3ft","elec","40",0
14,5,3,"yes","8","2ft","gas","30",1
14,6,1,"yes","7","2ft","gas","35",0
14,6,2,"yes","7","3ft","gas","35",0
14,6,3,"yes","7","3ft","gas","30",1
14,7,1,"yes","8","3ft","hyb","35",1
14,7,2,"yes","6","3ft","hyb","35",0
14,7,3,"yes","6","2ft","gas","40",0
14,8,1,"yes","7","3ft","elec","30",0
14,8,2,"yes","6","2ft","elec","30",0
14,8,3,"yes","6","3ft","gas","35",1
14,9,1,"yes","6","2ft","hyb","40",0
14,9,2,"yes","7","3ft","gas","40",0
14,9,3,"yes","8","2ft","elec","30",1
14,10,1,"yes","7","2ft","hyb","40",0
14,10,2,"yes","6","2ft","elec","40",0
